,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
205,What city is Dell ' s Tennessee facility in ?,What city is Dell의 테네시 시설 in ?,Dell ' s Tennessee facility,Dell의 테네시 시설,"Facilities located abroad include Penang , Malaysia ; Xiamen , China ; Bracknell , UK ; Manila , Philippines Chennai , India ; Hyderabad , India ; Noida , India ; Hortolandia and Porto Alegre , Brazil ; Bratislava , Slovakia ; Łódź , Poland ; Panama City , Panama ; Dublin and Limerick , Ireland ; and Casablanca , Morocco .","해외에 위치한 시설 include Penang , Malaysia ; Xiamen , China ; Bracknell , UK ; Manila , Philippines Chennai , India ; Hyderabad , India ; Noida , India ; Hortolandia and Porto Alegre , Brazil ; Bratislava , Slovakia ; Łódź , Poland ; Panama City , Panama ; Dublin and Limerick , Ireland ; and Casablanca , Morocco .",Facilities located abroad,해외에 위치한 시설,1
206,What was the result of the weakening of both Prussia and Austria ?,What was 프로이센과 오스트리아의 약화의 결과 ?,the result of the weakening of both Prussia and Austria,프로이센과 오스트리아의 약화의 결과,"In 1763 a peace settlement was reached at the Treaty of Hubertusburg , ending the war in central Europe .","In 1763 평화 정착 was reached at the Treaty of Hubertusburg , ending the war in central Europe .",a peace settlement,평화 정착,0
207,What is the frequency of the light to which the human eye is most sensitive ?,What is 인간의 눈이 가장 민감한 빛의 주파수 ?,the frequency of the light to which the human eye is most sensitive,인간의 눈이 가장 민감한 빛의 주파수,"Equivalently , the smallness of the Planck constant reflects the fact that everyday objects and systems are made of a large number of particles .","Equivalently , 플랑크 상수의 작음 reflects the fact that everyday objects and systems are made of a large number of particles .",the smallness of the Planck constant,플랑크 상수의 작음,1
208,How big were the tesserae in the Komnenian period miniature mosaic icons ?,How big were 그 티켓 in the Komnenian period miniature mosaic icons ?,the tesserae,그 티켓,"A striking technical innovation of the Komnenian period was the production of very precious , miniature mosaic icons .","Komnenian 시대의 놀라운 기술 혁신 was the production of very precious , miniature mosaic icons .",A striking technical innovation of the Komnenian period,Komnenian 시대의 놀라운 기술 혁신,1
209,What year introduced the free substitution rule ?,What year introduced 자유 교체 규칙 ?,the free substitution rule,자유 교체 규칙,There were also several rule changes in this period .,There were also 여러 규칙 변경 in this period .,several rule changes,여러 규칙 변경,1
210,Where was the centre of Argentoratum situated ?,Where was 아르젠토라툼의 중심 situated ?,the centre of Argentoratum,아르젠토라툼의 중심,"This was where the largest burial places were situated , as well as the densest concentration of civilian dwelling places and commerces next to the camp .","This was where the largest burial places were situated , as well as 수용소 옆에 민간 주거지와 상업 시설이 가장 밀집되어 있는 곳 .",the densest concentration of civilian dwelling places and commerces next to the camp,수용소 옆에 민간 주거지와 상업 시설이 가장 밀집되어 있는 곳,1
211,What was the purpose for creating an Eton Mission ?,What was Eton Mission을 만드는 목적 ?,the purpose for creating an Eton Mission,Eton Mission을 만드는 목적,"As with other public schools , a scheme was devised towards the end of the 19 th century to familiarize privileged schoolboys with social conditions in deprived areas .","As with 다른 공립학교 , a scheme was devised towards the end of the 19 th century to familiarize privileged schoolboys with social conditions in deprived areas .",other public schools,다른 공립학교,0
212,On what date did NATO kill Gaddafi ' s son ?,On what date did NATO kill 카다피의 아들 ?,Gaddafi ' s son,카다피의 아들,"On 30 April a NATO airstrike killed Gaddafi ' s sixth son and three of his grandsons in Tripoli , though Gaddafi and his wife were unharmed .","On 30 April NATO 공습 killed Gaddafi ' s sixth son and three of his grandsons in Tripoli , though Gaddafi and his wife were unharmed .",a NATO airstrike,NATO 공습,0
213,"Where do Jem , Scout , and Dill observe the trial of Tom Robinson ?","Where do 젬, 스카우트, 딜 observe the trial of Tom Robinson ?","Jem , Scout , and Dill","젬, 스카우트, 딜",Atticus does not want Jem and Scout to be present at Tom Robinson ' s trial .,Atticus does not want 젬과 스카웃 to be present at Tom Robinson ' s trial .,Jem and Scout,젬과 스카웃,1
214,What did Chinese laborers do after they left that line of work ?,What did 중국인 노동자 do after they left that line of work ?,Chinese laborers,중국인 노동자,"In 1882 , the Chinese Exclusion Act was passed , and Chinese workers who chose to stay in the U . S . were unable to have their wives join them .","In 1882 , 중국인 배제법 was passed , and Chinese workers who chose to stay in the U . S . were unable to have their wives join them .",the Chinese Exclusion Act,중국인 배제법,1
215,What piece of information is almost always listed on a pub sign ?,어떤 작품 of information is almost always listed on a pub sign ?,What piece,어떤 작품,"Today ' s pub signs almost always bear the name of the pub , both in words and in pictorial representation .","오늘의 술집 간판 almost always bear the name of the pub , both in words and in pictorial representation .",Today ' s pub signs,오늘의 술집 간판,0
216,What does it mean to read the word LORD in all capitals in the Bible ?,What does it mean to read 여호와라는 말 in all capitals in the Bible ?,the word LORD,여호와라는 말,"In many translations of the Bible , when the word LORD is in all capitals , it signifies that the word represents the tetragrammaton .","In 많은 성경 번역본 , when the word LORD is in all capitals , it signifies that the word represents the tetragrammaton .",many translations of the Bible,많은 성경 번역본,0
217,What warrior class rose during the Heian era ?,What warrior class rose during 헤이안 시대 ?,the Heian era,헤이안 시대,"The period is also noted for the rise of the samurai class , which would eventually take power and start the feudal period of Japan .","기간 is also noted for the rise of the samurai class , which would eventually take power and start the feudal period of Japan .",The period,기간,0
218,Why is pasture land limited ?,Why is 목초지 limited ?,pasture land,목초지,Grazing and pasture land are limited because of the steep and rocky topography of the Alps .,방목지 및 목초지 are limited because of the steep and rocky topography of the Alps .,Grazing and pasture land,방목지 및 목초지,0
219,What kind of stamp is required to hunt migratory waterfowl ?,What kind of stamp is required to hunt 철새 물새 ?,migratory waterfowl,철새 물새,Hunting migratory waterfowl requires a duck stamp from the Fish and Wildlife Service in addition to the appropriate state hunting license .,Hunting migratory waterfowl requires 오리 우표 from the Fish and Wildlife Service in addition to the appropriate state hunting license .,a duck stamp,오리 우표,0
220,Which other song from the soundtrack did better in the charts ?,또 어떤 노래 from the soundtrack did better in the charts ?,Which other song,또 어떤 노래,"Beyoncé released "" Work It Out "" as the lead single from its soundtrack album which entered the top ten in the UK , Norway , and Belgium .","Beyoncé released "" Work It Out "" as 영국, 노르웨이, 벨기에에서 톱 10에 진입한 사운드트랙 앨범의 리드 싱글 .","the lead single from its soundtrack album which entered the top ten in the UK , Norway , and Belgium","영국, 노르웨이, 벨기에에서 톱 10에 진입한 사운드트랙 앨범의 리드 싱글",1
