,sentence1,cross1,source1_np0,target1_np0,sentence2,cross2,source2_np0,target2_np0,label
156,"Franz Liszt ( Hungarian : Liszt Ferenc ) was a Hungarian / Austrian virtuoso pianist and composer who lived from 1811 to 1886 . Liszt is widely considered to be one of the greatest piano virtuosi of all time , and certainly the most famous of the nineteenth century .","Franz Liszt(헝가리어: Ferenc Liszt) was a Hungarian / Austrian virtuoso pianist and composer who lived from 1811 to 1886 . Liszt is widely considered to be one of the greatest piano virtuosi of all time , and certainly the most famous of the nineteenth century .",Franz Liszt ( Hungarian : Liszt Ferenc ),Franz Liszt(헝가리어: Ferenc Liszt),Franz Liszt lived from 1811 to 1886 .,프란츠 리스트 lived from 1811 to 1886 .,Franz Liszt,프란츠 리스트,0
157,"Security authorities have declared a state of maximum emergency in Guatemala , which is located directly in the path of the hurricane .","보안 당국 have declared a state of maximum emergency in Guatemala , which is located directly in the path of the hurricane .",Security authorities,보안 당국,There is a state of maximum emergency in Guatemala because of the hurricane .,There is 최대 비상 상태 in Guatemala because of the hurricane .,a state of maximum emergency,최대 비상 상태,0
158,The city continued to grow through much of the 20 th century .,도시 continued to grow through much of the 20 th century .,The city,도시,"The city continued to grow , but its services deteriorated .","도시 continued to grow , but its services deteriorated .",The city,도시,1
159,"US - based News Corporation ( formerly based in Australia ) has announced its purchase of IGN Entertainment , a US - based online media group , for US $ 650 million . IGN ' s assets include popular video game sites IGN . com and GameSpy . com , as well as movie and game review site Rotten Tomatoes . IGN will become part of the News Corporation ' s Fox Interactive Media division , which will expand the company ' s online presence to become the fourth largest online media company , with over 70 million individual users and 12 billion page views per month when the takeover is complete .","미국 기반 뉴스 코퍼레이션(이전 호주 기반) has announced its purchase of IGN Entertainment , a US - based online media group , for US $ 650 million . IGN ' s assets include popular video game sites IGN . com and GameSpy . com , as well as movie and game review site Rotten Tomatoes . IGN will become part of the News Corporation ' s Fox Interactive Media division , which will expand the company ' s online presence to become the fourth largest online media company , with over 70 million individual users and 12 billion page views per month when the takeover is complete .",US - based News Corporation ( formerly based in Australia ),미국 기반 뉴스 코퍼레이션(이전 호주 기반),News Corporation is located in Australia .,뉴스 코퍼레이션 is located in Australia .,News Corporation,뉴스 코퍼레이션,1
160,"When the Berlin Wall fell in early November , 1989 Berlin ' s east and west sections were rejoined to create the third - largest city in Europe , with a population of about 3 million .","When the Berlin Wall fell in early November , 1989년 베를린의 동서부 were rejoined to create the third - largest city in Europe , with a population of about 3 million .",1989 Berlin ' s east and west sections,1989년 베를린의 동서부,"The Berlin Wall was torn down in November , 1989 .","베를린 장벽 was torn down in November , 1989 .",The Berlin Wall,베를린 장벽,0
161,Zinedine Zidane has beaten Thierry Henry and Ronaldo to the Fifa 2003 World Player of the Year award .,지네딘 지단 has beaten Thierry Henry and Ronaldo to the Fifa 2003 World Player of the Year award .,Zinedine Zidane,지네딘 지단,FIFA selects world football player of the year 1994 .,FIFA selects 1994년 세계 올해의 선수 .,world football player of the year 1994,1994년 세계 올해의 선수,1
162,"While civilians ran for cover or fled to the countryside , Russian forces were seen edging their artillery guns closer to Grozny , and Chechen fighters were offering little resistance .","While civilians ran for cover or fled to the countryside , 러시아군 were seen edging their artillery guns closer to Grozny , and Chechen fighters were offering little resistance .",Russian forces,러시아군,Grozny is the capital of Chechnya .,Grozny is 체첸의 수도 .,the capital of Chechnya,체첸의 수도,1
163,No Weapons of Mass Destruction Found in Iraq Yet .,대량 살상 무기 없음 Found in Iraq Yet .,No Weapons of Mass Destruction,대량 살상 무기 없음,Weapons of Mass Destruction Found in Iraq .,대량 살상 무기 Found in Iraq .,Weapons of Mass Destruction,대량 살상 무기,1
164,"The United States would like to see U . N . weapons inspectors return to Iraq providing the Iraqis take concrete , affirmative and demonstrable actions "" to show full co - operation "" Clinton said .","미국 would like to see U . N . weapons inspectors return to Iraq providing the Iraqis take concrete , affirmative and demonstrable actions "" to show full co - operation "" Clinton said .",The United States,미국,"U . N . weapons inspectors could stay in Iraq , Clinton said .","U N  무기 검사관 could stay in Iraq , Clinton said .",U . N . weapons inspectors,U N  무기 검사관,1
165,"U . S . light crude was trading erratically on the New York Mercantile Exchange , hitting $ 44 . 50 a barrel before easing back a bit to $ 44 . 10 , still a gain of $ 1 . 27 .","U 에스 경유 was trading erratically on the New York Mercantile Exchange , hitting $ 44 . 50 a barrel before easing back a bit to $ 44 . 10 , still a gain of $ 1 . 27 .",U . S . light crude,U 에스 경유,The U . S . light crude is $ 1 . 27 a barrel .,U 에스 경유 is $ 1 . 27 a barrel .,The U . S . light crude,U 에스 경유,1
166,"After trial , Family Court found defendant guilty of willfully violating the order of protection and sentenced him to six months incarceration .","After trial , 가정법원 found defendant guilty of willfully violating the order of protection and sentenced him to six months incarceration .",Family Court,가정법원,Family Court can not punish the guilty .,가정법원 can not punish the guilty .,Family Court,가정법원,1
167,Russia ' s natural gas monopoly Gazprom has also shown interest in acquiring a sizable stake in the Uzbek pipeline monopoly .,러시아 천연가스 독점기업 가즈프롬 has also shown interest in acquiring a sizable stake in the Uzbek pipeline monopoly .,Russia ' s natural gas monopoly Gazprom,러시아 천연가스 독점기업 가즈프롬,Gazprom detains the Uzbek pipeline monopoly .,Gazprom detains 우즈벡 파이프라인 독점 .,the Uzbek pipeline monopoly,우즈벡 파이프라인 독점,1
168,"According to an Israeli official , the murders of Galan , a high - ranking police officer , and a judge last week were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world ' s most powerful drug - trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders , as well as peasants and patriotic union leftist militants in different parts of the country .","According to an Israeli official , 지난 주 고위 경찰관인 갈란과 판사가 살해된 사건 were probably carried out by an Israeli mercenary paid by the Medellin cartel - the world ' s most powerful drug - trafficking mafia - which has set up paramilitary squads accused of hundreds of individual murders and massacres against political and labor leaders , as well as peasants and patriotic union leftist militants in different parts of the country .","the murders of Galan , a high - ranking police officer , and a judge last week",지난 주 고위 경찰관인 갈란과 판사가 살해된 사건,Political and labor leaders were killed by patriotic union leftist militants .,정치 및 노동 지도자 were killed by patriotic union leftist militants .,Political and labor leaders,정치 및 노동 지도자,1
