,sentence1,source1_np0,sentence2,source2_np0,label
212,Camacho is a Mexican version of Japan ' s Morihiro Hosokawa - - a pragmatic tactician using a crisis and the attendant outcry for reform to further his political standing .,a Mexican version of Japan ' s Morihiro Hosokawa - - a pragmatic tactician using a crisis and the attendant outcry for reform to further his political standing,The Japanese Prime Minister is Morihiro Hosokawa .,The Japanese Prime Minister,1
213,"The optimal style of dam building is specific to the particular macroproject , the nature of the geophysical worksite ( Anon . , 2005 ) as well as social uncertainty , the undertaking management organizations experience , the operational complexities of many kinds of construction machinery and worker nationalities , the macroprojects situational geography and the logistics of its required compositional materials .",The optimal style of dam building,Dam building prevents life - threatening situations .,Dam building,1
214,Schroder Investment Management has indicated its intention to accept Revival ' s offer to buy retailer Marks & Spencer .,Schroder Investment Management,Revival tries to take over Marks & Spencer Group .,Marks & Spencer Group,0
215,"Political change in eastern Europe and the removal of trade barriers in the Far East have given the four multinationals - Philip Morris , BAT Industries , R J Reynolds and Rothmans International - access to big potential new markets .",Political change in eastern Europe and the removal of trade barriers in the Far East,Trade liberalisation happened in China .,Trade liberalisation,1
216,"The American television network "" CNN "" reported that officials at the American Defense Department ( The Pentagon ) will recommend halting the bombing on Iraq to President Bill Clinton this evening , Saturday .","The American television network "" CNN """,CNN reported that officials at the Pentagon said that President Clinton is obligated to stop the shelling on Iraq .,officials at the Pentagon,1
217,"A number of the items that he auctioned off over the two day period have been seen on his reality TV show The Osbournes , which featured home life with Sharon , Ozzy and their two children . Amongst some of the higher - priced items were a carved walnut Victorian - style custom built pool table which raised $ 11 , 250 , a painting from Edourad Drouot which fetched $ 10 , 500 , a pair of Ozzy ' s famous round glasses which raised $ 5 , 250 and a dog bed given to Sharon by Elton John which sold for $ 2 , 375 .",A number of the items that he auctioned off over the two day period,""" The Osbournes "" is the name of a reality show starring Ozzy Osbourne .",The Osbournes,0
218,"Iraq would have been an unsafe , unsecure country that did pose a threat to the world .","an unsafe , unsecure country that did pose a threat to the world",Iraq would have constituted a threat to the world .,a threat to the world,0
219,"By 1979 , the literacy rate in Cuba was higher than 90 % , comparable to the rates in the United States and other developed countries .",the literacy rate in Cuba,The literacy rate in Cuba is 90 % .,The literacy rate in Cuba,1
220,"2001 Nobel economics prize winner Joseph Stiglitz , meanwhile , said the new currency could come about quickly if it was based on an expansion of the IMF ' s already established system of Special Drawing Rights , units of exchange used by the IMF which already have some of the features of currency . Stiglitz argued that , as the US dollar has become the standard global reserve currency , it has inadvertently created a system which hurts the world economy . "" It ' s a net transfer , in a sense , to the United States of foreign aid , "" he argued , reasoning that when other countries purchase US dollars in order to use them on international markets ( such as for the buying and selling of petroleum ) , they effectively give the US a zero - interest loan — sometimes at times when they can least afford it . Stiglitz made his comments as head of a United Nations panel of economists giving recommendations to address the global financial crisis .",2001 Nobel economics prize winner Joseph Stiglitz,Joseph Stiglitz is the winner of a Nobel prize in economics .,Joseph Stiglitz,0
221,The Independent Police Complaints Commission ( IPCC ) is trying to reassure lawyers for the family of Jean Charles de Menezes that the inquiry is still on track .,The Independent Police Complaints Commission ( IPCC ),"Police issued John Wadham ' s statement after lawyers for the de Menezes family met with the complaints commission , demanding more information about the killing .",John Wadham ' s statement,1
222,"The crisis took a sharp turn for the worse after the cabinet , without the Syrian - backed ministers , approved the UN draft document for creation of an international tribunal in the case of ex - Premier Rafik Hariri ' s killing .",The crisis,The crisis worsened after the UN draft document for the creation of an international tribunal was approved .,The crisis,0
223,"A Continental Connection flight from Newark to Buffalo crashed into a house about four to six miles from Buffalo Niagara International Airport on Thursday night , killing 50 people , officials said . Continental Airlines Flight 3407 is a daily commuter flight from Newark Liberty International Airport in Newark , New Jersey to Buffalo , New York , operated under the Continental Connection brand by Virginia - based regional airline Colgan Air .",officials said . Continental Airlines Flight 3407,A daily commuter flight crashed in New York .,A daily commuter flight,0
224,"Egypt , Syria and the members of the Gulf Cooperation Council , namely Bahrain , Kuwait , Oman , Qatar , Saudi Arabia and the United Arab Emirates , signed the Damascus Declaration after the 1991 Gulf War to create a mechanism aimed at guaranteeing security in the Gulf region .","Egypt , Syria and the members of the Gulf Cooperation Council , namely Bahrain , Kuwait , Oman , Qatar , Saudi Arabia and the United Arab Emirates ,","The members of the Gulf Cooperation Council are : Saudi Arabia , Kuwait , United Arab Emirates , Qatar , Oman , Bahrain .",The members of the Gulf Cooperation Council,0
225,"Contrast the Leitrim story with that of Rita Levi - Montalcini , an Italian Nobel laureate who turned 100 last Wednesday . She still attends for work every day at the European Brain Research Institute in Rome , which she founded . She was appointed a senator for life in 2001 , and in 2006 , aged 97 , she attended the opening assembly of the newly elected senate . She takes part in discussions in the Upper House , and in 2004 defended the teaching of evolution in Italian schools . There is no record of her having claimed a day off because of festival commitments . Apparently she even manages to work right through the Rose of Tralee without lifting her head from her Petri dish .",the Leitrim story,Rita Levi - Montalcini is a Nobel prize winner .,Rita Levi,0
